subtype_code,lat,lon,equipment_groups,facility_ID,cum_leaks,initial_leaks,leak_rate_dist,leak_rate_units,repair_delay,M_OGI_4x_RS,M_OGI_4x_time,M_OGI_4x_min_int,total_emissions_kg,active_leaks,repaired_leaks,last_component_survey,historic_t_since_LDAR,tags,initial_leak_cnt,currently_flagged,flagged_by,date_flagged,crew_ID,lat_index,lon_index,M_OGI_4x_t_since_last_LDAR,M_OGI_4x_surveys_conducted,M_OGI_4x_attempted_today?,M_OGI_4x_surveys_done_this_year,M_OGI_4x_missed_leaks,active_leak_cnt,repaired_leak_cnt,active_leak_emis,repaired_leak_emis,cum_frac_sites,cum_frac_emissions,mean_rate_kg_day
metering station,53.79,-115.6,5,ABRAND00538,32,2,<scipy.stats._distn_infrastructure.rv_frozen object at 0x000001E9A3B55D88>,"['kilogram', 'hour']",14.0,4,120,91,56716.95198375065,"[{'leak_ID': 'ABRAND00538_0000000016', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.029152723145550313, 'lat': 53.79, 'lon': -115.6, 'status': 'active', 'days_active': 54, 'volume': 4594.282590310599, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 11, 6, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_OGI_4x_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000017', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.03223670720943718, 'lat': 53.79, 'lon': -115.6, 'status': 'active', 'days_active': 34, 'volume': 5080.29874128116, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': 0.03223670720943718, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2026, 11, 26, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1774.5, 'date_tagged': datetime.datetime(2026, 12, 26, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2026, 12, 26, 8, 0), 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_OGI_4x_sp_covered': 1}]","[{'leak_ID': 'ABRAND00538_0000000002', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.02608383419932536, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 11.268216374108555, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': 0.02608383419932536, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 1, 7, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 0, 'date_tagged': datetime.datetime(2022, 1, 6, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2022, 1, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 1, 6, 16, 0), 'repair_delay': 0, 'M_OGI_4x_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000001', 'facility_ID': 'ABRAND00538', 'equipment_group': 1, 'rate': 0.25081986942361406, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 46, 'volume': 346.7333874912041, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.25081986942361406, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 12, 3, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 0, 'date_tagged': datetime.datetime(2022, 1, 1, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2022, 1, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 1, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000003', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.010266924217475323, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 125, 'volume': 175.63832597319384, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.010266924217475323, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 3, 15, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 136.5, 'date_tagged': datetime.datetime(2022, 7, 2, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2022, 7, 2, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 7, 18, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000004', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.008446305522316464, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 84, 'volume': 144.4926378313722, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.008446305522316464, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 4, 25, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 136.5, 'date_tagged': datetime.datetime(2022, 7, 2, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2022, 7, 2, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 7, 18, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000006', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.029372191996144895, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 79, 'volume': 733.4118852669396, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.029372191996144895, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 7, 30, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 227.5, 'date_tagged': datetime.datetime(2022, 10, 1, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2022, 10, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 10, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000005', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.012876627870907433, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 307, 'volume': 524.0066452298555, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.012876627870907433, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 6, 14, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 409.5, 'date_tagged': datetime.datetime(2023, 4, 1, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2023, 4, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 4, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000007', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.1094459112644649, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 106, 'volume': 4453.83569136064, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.1094459112644649, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 1, 1, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 409.5, 'date_tagged': datetime.datetime(2023, 4, 1, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2023, 4, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 4, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000008', 'facility_ID': 'ABRAND00538', 'equipment_group': 3, 'rate': 0.1610688370641392, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 56, 'volume': 6554.599683022907, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.1610688370641392, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 2, 20, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 409.5, 'date_tagged': datetime.datetime(2023, 4, 1, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2023, 4, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 4, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000009', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.06864724444597763, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 92, 'volume': 3333.290519114447, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.06864724444597763, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 4, 16, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 500.5, 'date_tagged': datetime.datetime(2023, 7, 1, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2023, 7, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 7, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000010', 'facility_ID': 'ABRAND00538', 'equipment_group': 1, 'rate': 0.15436973414533514, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 90, 'volume': 7495.700306948211, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.15436973414533514, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 4, 18, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 500.5, 'date_tagged': datetime.datetime(2023, 7, 1, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2023, 7, 1, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 7, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000012', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.13027500048186094, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 57, 'volume': 9398.559634763376, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.13027500048186094, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 2, 18, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 773.5, 'date_tagged': datetime.datetime(2024, 3, 30, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2024, 3, 30, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 4, 15, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000011', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.028337983150975746, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 279, 'volume': 2490.0245738964577, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.028337983150975746, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 1, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 955.5, 'date_tagged': datetime.datetime(2024, 9, 28, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2024, 9, 28, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 10, 14, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000013', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.03703022375213309, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 79, 'volume': 3836.0941872889753, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.03703022375213309, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 1, 25, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1137.5, 'date_tagged': datetime.datetime(2025, 3, 29, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2025, 3, 29, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 4, 14, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000014', 'facility_ID': 'ABRAND00538', 'equipment_group': 3, 'rate': 0.013593030851631431, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 315, 'volume': 1728.7725381351668, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.013593030851631431, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 3, 3, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1410.5, 'date_tagged': datetime.datetime(2025, 12, 27, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2025, 12, 27, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 1, 12, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000015', 'facility_ID': 'ABRAND00538', 'equipment_group': 3, 'rate': 0.03857544319392734, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 318, 'volume': 5815.942419462038, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.03857544319392734, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 11, 28, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1683.5, 'date_tagged': datetime.datetime(2026, 9, 26, 8, 0), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2026, 9, 26, 8, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 10, 12, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}]",1820,91,[],2,False,,,,4,10,5,21,False,4,13,2,15,9674.581331591758,47042.3706521589,0.0,0.041464805717224364,31.077781908904466
metering station,52.5,-114.5,1,ABRAND00802,25,1,<scipy.stats._distn_infrastructure.rv_frozen object at 0x000001E9A3B55D88>,"['kilogram', 'hour']",14.0,4,120,91,235071.5234063386,"[{'leak_ID': 'ABRAND00802_0000000011', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.01589090580158316, 'lat': 52.5, 'lon': -114.5, 'status': 'active', 'days_active': 228, 'volume': 2504.305052532376, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 5, 16, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_OGI_4x_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000012', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.15966725881426239, 'lat': 52.5, 'lon': -114.5, 'status': 'active', 'days_active': 21, 'volume': 25162.538118671342, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': 0.15966725881426239, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2026, 12, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1774.5, 'date_tagged': datetime.datetime(2026, 12, 26, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2026, 12, 26, 10, 30), 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_OGI_4x_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000013', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.10644302007655922, 'lat': 52.5, 'lon': -114.5, 'status': 'active', 'days_active': 20, 'volume': 16774.738728737244, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': 0.10644302007655922, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2026, 12, 10, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1774.5, 'date_tagged': datetime.datetime(2026, 12, 26, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2026, 12, 26, 10, 30), 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_OGI_4x_sp_covered': 1}]","[{'leak_ID': 'ABRAND00802_0000000001', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.0017339110319350046, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 365, 'volume': 26.51635462917564, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 6, 28, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2022, 6, 27, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2022, 6, 27, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 6, 27, 0, 0), 'repair_delay': 0, 'M_OGI_4x_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000002', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.04128676988768378, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 164, 'volume': 1030.9141293875089, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.04128676988768378, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 5, 6, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 227.5, 'date_tagged': datetime.datetime(2022, 10, 1, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2022, 10, 1, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 10, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000003', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.06553052218714134, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 137, 'volume': 2666.7252820924045, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.06553052218714134, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 12, 1, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 409.5, 'date_tagged': datetime.datetime(2023, 4, 1, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2023, 4, 1, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 4, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000004', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.011297022652980087, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 192, 'volume': 548.5472695562236, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.011297022652980087, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 1, 6, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 500.5, 'date_tagged': datetime.datetime(2023, 7, 1, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2023, 7, 1, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 7, 17, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000005', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.43227298184118884, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 55, 'volume': 31185.902001950733, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.43227298184118884, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 2, 20, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 773.5, 'date_tagged': datetime.datetime(2024, 3, 30, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2024, 3, 30, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 4, 15, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000006', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.14700296725364762, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 41, 'volume': 10605.382069547153, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.14700296725364762, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 3, 5, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 773.5, 'date_tagged': datetime.datetime(2024, 3, 30, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2024, 3, 30, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 4, 15, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000007', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.06947615671184577, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 89, 'volume': 5558.537184350617, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.06947615671184577, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 4, 17, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 864.5, 'date_tagged': datetime.datetime(2024, 6, 29, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2024, 6, 29, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 7, 15, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000008', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.24890584304337582, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 77, 'volume': 29699.046942586734, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.24890584304337582, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 7, 28, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1319.5, 'date_tagged': datetime.datetime(2025, 9, 27, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2025, 9, 27, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 10, 13, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000009', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.7120686778250946, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 70, 'volume': 90561.46410073781, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.7120686778250946, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 11, 3, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1410.5, 'date_tagged': datetime.datetime(2025, 12, 27, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2025, 12, 27, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 1, 12, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000010', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.14740358742482537, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 19, 'volume': 18746.906171559232, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.14740358742482537, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 12, 24, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1410.5, 'date_tagged': datetime.datetime(2025, 12, 27, 10, 30), 'tagged_by_company': 'M_OGI_4x', 'tagged_by_crew': 1, 'init_detect_by': 'M_OGI_4x', 'init_detect_date': datetime.datetime(2025, 12, 27, 10, 30), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 1, 12, 16, 0), 'repair_delay': 16, 'M_OGI_4x_sp_covered': 1, 'estimated_volume_a': 0}]",1820,91,[],1,False,,,,5,10,5,21,False,4,8,3,10,44441.58189994097,190629.94150639762,0.010101010101010102,0.07385261251062196,128.80631419525403
