leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,volume,estimated_volume,estimated_volume_b,measured_rate,tagged,component,date_began,day_ts_began,estimated_date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,M_OGI_1x_sp_covered,estimated_volume_a,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00085_0000000012,ABRAND00085,2,0.8478946389694691,57.51,-119.55,active,244,133622.76857589895,,,,False,unknown,2026-04-30,0,,,,,,,False,,,,,0.0,0.8478946389694691,0.046239203492726214
ABRAND00314_0000000016,ABRAND00314,3,0.6967256515791063,54.26,-116.33,active,63,109799.50364469706,,,,False,unknown,2026-10-28,0,,,,,,,False,,,,,0.004366812227074236,1.5446202905485755,0.08423453652269315
ABRAND00085_0000000016,ABRAND00085,2,0.6220059009444531,57.51,-119.55,active,82,98024.14915107976,,,,False,unknown,2026-10-09,0,,,,,,,False,,,,,0.008733624454148471,2.1666261914930285,0.11815509233892434
ABRAND00874_0000000016,ABRAND00874,5,0.5530475293761169,52.86,-114.31,active,70,87156.75112548802,,,,False,unknown,2026-10-21,0,,,,,,,False,,,,,0.013100436681222707,2.7196737208691455,0.148315062784135
ABRAND00870_0000000015,ABRAND00870,1,0.5082327914884573,52.34,-114.32,active,246,80094.23524871535,,,,False,unknown,2026-04-28,0,,,,,,,False,,,,,0.017467248908296942,3.227906512357603,0.1760311001161711
ABRAND00344_0000000006,ABRAND00344,3,0.45285094986869,53.02,-116.19,active,19,71366.41145322639,,,,False,unknown,2026-12-11,0,,,,,,,False,,,,,0.021834061135371178,3.680757462226293,0.20072693643883324
ABRAND00162_0000000014,ABRAND00162,1,0.4442282469829195,54.7,-119.03,active,203,70007.52866372743,,,,False,unknown,2026-06-10,0,,,,,,,False,,,,,0.026200873362445413,4.124985709209213,0.22495254108993173
ABRAND00542_0000000011,ABRAND00542,3,0.3578511416010359,53.14,-115.59,active,214,56395.04966901702,,,,False,unknown,2026-05-30,0,,,,,,,False,,,,,0.03056768558951965,4.482836850810249,0.24446764473147098
ABRAND00394_0000000012,ABRAND00394,2,0.3458684197397069,52.88,-116.0,active,341,54506.64939309147,,,,False,unknown,2026-01-23,0,,,,,,,False,,,,,0.034934497816593885,4.828705270549956,0.26332928096199304
ABRAND00811_0000000015,ABRAND00811,2,0.27030990938890975,52.0,-114.47,active,8,42599.11173627209,,,,False,unknown,2026-12-22,0,,,,,,,False,,,,,0.03930131004366812,5.099015179938866,0.27807039894043123
ABRAND00874_0000000017,ABRAND00874,3,0.26162632987209744,52.86,-114.31,active,11,41230.63517933138,,,,False,unknown,2026-12-19,0,,,,,,,False,,,,,0.043668122270742356,5.360641509810963,0.2923379653926902
ABRAND00870_0000000016,ABRAND00870,2,0.2529702477296756,52.34,-114.32,active,147,39866.49203261141,,,,False,unknown,2026-08-05,0,,,,,,,False,,,,,0.048034934497816595,5.613611757540639,0.30613347986438744
ABRAND00314_0000000015,ABRAND00314,1,0.25043936962037155,54.26,-116.33,active,231,39467.64184020499,,,,False,unknown,2026-05-13,0,,,,,,,False,,,,,0.05240174672489083,5.8640511271610105,0.3197909750792893
ABRAND00760_0000000015,ABRAND00760,2,0.24214552265837483,51.97,-114.64,active,287,38160.58463961486,,,,False,unknown,2026-03-18,0,,,,,,,False,,,,,0.05676855895196506,6.106196649819386,0.33299617249705044
