leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,volume,estimated_volume,estimated_volume_b,measured_rate,tagged,component,date_began,day_ts_began,estimated_date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,M_OGI_2x_sp_covered,estimated_volume_a,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND01145_0000000002,ABRAND01145,1,0.12330053486935091,55.15,-110.6,repaired,359,287.63548774322186,,0.0,0.12330053486935091,True,unknown,2021-02-04,0,0.0,2022-01-12 08:00:00,M_OGI_2x,1.0,M_OGI_2x,2022-01-12 08:00:00,False,2022-01-28 16:00:00,16.0,1.0,0.0,0.17677198975234842,57.38162615907193,0.5989897428307955
ABRAND00721_0000000012,ABRAND00721,1,0.12305302069900514,52.33,-114.83,repaired,64,15724.404081834793,,0.0,0.12305302069900514,True,unknown,2025-11-16,0,1372.0,2026-01-03 08:00:00,M_OGI_2x,1.0,M_OGI_2x,2026-01-03 08:00:00,False,2026-01-19 16:00:00,16.0,1.0,0.0,0.1776259607173356,57.50467917977093,0.6002742567450355
ABRAND00487_0000000009,ABRAND00487,1,0.12299765149134789,53.65,-115.76,repaired,63,6036.134346468196,,0.0,0.12299765149134789,True,unknown,2023-05-21,0,460.5,2023-07-07 10:30:00,M_OGI_2x,1.0,M_OGI_2x,2023-07-07 10:30:00,False,2023-07-23 16:00:00,16.0,1.0,0.0,0.1784799316823228,57.62767683126228,0.6015581926765715
ABRAND00417_0000000001,ABRAND00417,1,0.12288567167645964,53.88,-115.94,repaired,365,2049.1431523393,,,,True,unknown,2021-07-14,0,,2022-07-13 00:00:00,natural,1.0,natural,2022-07-13 00:00:00,False,2022-07-13 16:00:00,0.0,1.0,,0.17933390264731,57.750562502938735,0.6028409596840979
ABRAND00976_0000000010,ABRAND00976,4,0.12236952402020651,56.07,-114.05,repaired,312,6280.199763955431,,0.0,0.12236952402020651,True,unknown,2022-10-10,0,485.5,2023-08-01 13:00:00,M_OGI_2x,1.0,M_OGI_2x,2023-08-01 13:00:00,False,2023-08-18 00:00:00,16.0,1.0,0.0,0.18018787361229718,57.87293202695894,0.6041183387796292
ABRAND00243_0000000004,ABRAND00243,1,0.1214813977069386,54.21,-118.16,repaired,131,5972.219881509433,,0.0,0.1214813977069386,True,unknown,2023-03-15,0,461.5,2023-07-08 13:00:00,M_OGI_2x,1.0,M_OGI_2x,2023-07-08 13:00:00,False,2023-07-24 16:00:00,16.0,1.0,0.0,0.18104184457728437,57.99441342466588,0.6053864469885092
ABRAND00233_0000000005,ABRAND00233,2,0.12086306876668416,54.54,-118.55,repaired,183,4030.8316885964236,,0.0,0.12086306876668416,True,unknown,2022-07-23,0,279.0,2023-01-06 08:00:00,M_OGI_2x,1.0,M_OGI_2x,2023-01-06 08:00:00,False,2023-01-22 16:00:00,16.0,1.0,0.0,0.18189581554227155,58.11527649343256,0.6066481006453366
ABRAND00874_0000000008,ABRAND00874,1,0.12062556386829724,52.86,-114.31,repaired,113,6065.632354004553,,0.0,0.12062556386829724,True,unknown,2023-04-15,0,473.5,2023-07-20 10:30:00,M_OGI_2x,1.0,M_OGI_2x,2023-07-20 10:30:00,False,2023-08-06 00:00:00,16.0,1.0,0.0,0.18274978650725876,58.235902057300855,0.6079072750591112
ABRAND00744_0000000004,ABRAND00744,2,0.12040357313094499,53.27,-114.73,repaired,191,2299.0339867915163,,0.0,0.12040357313094499,True,unknown,2022-01-31,0,102.0,2022-07-24 08:00:00,M_OGI_2x,1.0,M_OGI_2x,2022-07-24 08:00:00,False,2022-08-10 00:00:00,16.0,1.0,0.0,0.18360375747224594,58.3563056304318,0.6091641321775499
ABRAND00287_0000000006,ABRAND00287,5,0.12030722765819901,54.15,-117.37,repaired,50,9698.109990200612,,0.0,0.12030722765819901,True,unknown,2024-06-02,0,825.5,2024-07-06 13:00:00,M_OGI_2x,1.0,M_OGI_2x,2024-07-06 13:00:00,False,2024-07-22 16:00:00,16.0,1.0,0.0,0.18445772843723313,58.47661285809,0.6104199835742304
