subtype_code,lat,lon,equipment_groups,facility_ID,cum_leaks,initial_leaks,leak_rate_dist,leak_rate_units,repair_delay,M_Air_RS,M_Air_time,M_Air_min_int,M_OGI_FollowUp_time,total_emissions_kg,active_leaks,repaired_leaks,last_component_survey,historic_t_since_LDAR,tags,initial_leak_cnt,currently_flagged,flagged_by,date_flagged,crew_ID,lat_index,lon_index,M_Air_t_since_last_LDAR,M_Air_surveys_conducted,M_Air_attempted_today?,M_Air_surveys_done_this_year,M_Air_missed_leaks,M_OGI_FollowUp_t_since_last_LDAR,M_OGI_FollowUp_surveys_conducted,M_OGI_FollowUp_attempted_today?,M_OGI_FollowUp_surveys_done_this_year,M_OGI_FollowUp_missed_leaks,active_leak_cnt,repaired_leak_cnt,active_leak_emis,repaired_leak_emis,preferred_FU_method,cum_frac_sites,cum_frac_emissions,mean_rate_kg_day
metering station,54.31,-118.44,5,ABRAND00238,28,0,<scipy.stats._distn_infrastructure.rv_frozen object at 0x000001EC33DFE508>,"['kilogram', 'hour']",14.0,4,1,91,80,82259.61960655052,"[{'leak_ID': 'ABRAND00238_0000000014', 'facility_ID': 'ABRAND00238', 'equipment_group': 2, 'rate': 0.019694492344616746, 'lat': 54.31, 'lon': -118.44, 'status': 'active', 'days_active': 169, 'volume': 3103.725948760594, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 7, 14, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Air_sp_covered': 1}]","[{'leak_ID': 'ABRAND00238_0000000001', 'facility_ID': 'ABRAND00238', 'equipment_group': 1, 'rate': 0.0035096045189698917, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 113.1047267537465, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 1, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2023, 1, 9, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2023, 1, 9, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 1, 9, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000002', 'facility_ID': 'ABRAND00238', 'equipment_group': 4, 'rate': 0.009088735961363614, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 363.578522409621, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 4, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2023, 4, 9, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2023, 4, 9, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 4, 9, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000003', 'facility_ID': 'ABRAND00238', 'equipment_group': 2, 'rate': 0.12841512031248262, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 11616.534515563428, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 11, 14, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2024, 11, 13, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2024, 11, 13, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 11, 13, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000004', 'facility_ID': 'ABRAND00238', 'equipment_group': 4, 'rate': 0.03067734657735145, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 2857.263518337252, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 12, 15, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2024, 12, 14, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2024, 12, 14, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 12, 14, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000005', 'facility_ID': 'ABRAND00238', 'equipment_group': 2, 'rate': 0.06360441952343868, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 6138.386202903639, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 1, 23, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 1, 22, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 1, 22, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 1, 22, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000006', 'facility_ID': 'ABRAND00238', 'equipment_group': 1, 'rate': 0.07814561080987328, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 7676.77474000736, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 2, 12, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 2, 11, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 2, 11, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 2, 11, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000007', 'facility_ID': 'ABRAND00238', 'equipment_group': 2, 'rate': 0.03414311030529742, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 3498.6581702279486, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 4, 1, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 4, 1, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 4, 1, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 4, 1, 10, 20), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000008', 'facility_ID': 'ABRAND00238', 'equipment_group': 1, 'rate': 0.05213869410151012, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 5378.711105422347, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 4, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 4, 9, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 4, 9, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 4, 9, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000009', 'facility_ID': 'ABRAND00238', 'equipment_group': 3, 'rate': 0.046050099027729836, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 5530.4326928342425, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 10, 22, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 10, 22, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 10, 22, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 10, 22, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000010', 'facility_ID': 'ABRAND00238', 'equipment_group': 5, 'rate': 0.0756088857670631, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 10406.444114326883, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 5, 13, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 5, 13, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 5, 13, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 5, 13, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000011', 'facility_ID': 'ABRAND00238', 'equipment_group': 2, 'rate': 0.13837034290235567, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 19498.92732925132, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 6, 20, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 6, 20, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 6, 20, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 6, 20, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000012', 'facility_ID': 'ABRAND00238', 'equipment_group': 2, 'rate': 0.025688900413584355, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 3748.7709617941996, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 8, 17, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 8, 17, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 8, 17, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 8, 17, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00238_0000000013', 'facility_ID': 'ABRAND00238', 'equipment_group': 3, 'rate': 0.015046341907311394, 'lat': 54.31, 'lon': -118.44, 'status': 'repaired', 'days_active': 365, 'volume': 2328.3070579579426, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 11, 27, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 11, 27, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 11, 27, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 11, 27, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}]",,91,[],0,False,,,,4,10,5,21,False,4,54,1825,0,False,0,0,1,13,3103.725948760594,79155.89365778993,,0.0,0.03916636935628267,45.07376416797289
metering station,52.87,-115.13,4,ABRAND00660,21,3,<scipy.stats._distn_infrastructure.rv_frozen object at 0x000001EC33DFE508>,"['kilogram', 'hour']",14.0,4,1,91,80,59992.689835396784,"[{'leak_ID': 'ABRAND00660_0000000011', 'facility_ID': 'ABRAND00660', 'equipment_group': 1, 'rate': 0.06411601566568757, 'lat': 52.87, 'lon': -115.13, 'status': 'active', 'days_active': 204, 'volume': 10104.273726412102, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 6, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00660_0000000012', 'facility_ID': 'ABRAND00660', 'equipment_group': 2, 'rate': 0.04064435543927228, 'lat': 52.87, 'lon': -115.13, 'status': 'active', 'days_active': 173, 'volume': 6405.2902933545, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 7, 10, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Air_sp_covered': 1}]","[{'leak_ID': 'ABRAND00660_0000000001', 'facility_ID': 'ABRAND00660', 'equipment_group': 3, 'rate': 0.07480186029994648, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 365, 'volume': 161.57201824788442, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 1, 27, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2022, 1, 26, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2022, 1, 26, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 1, 26, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00660_0000000003', 'facility_ID': 'ABRAND00660', 'equipment_group': 3, 'rate': 0.021301261329747953, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 365, 'volume': 134.3513154589863, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 3, 16, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2022, 3, 15, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2022, 3, 15, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 3, 15, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00660_0000000002', 'facility_ID': 'ABRAND00660', 'equipment_group': 1, 'rate': 0.10772927658714043, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 259, 'volume': 1880.1775184200446, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.10772927658714043, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 11, 6, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 139.5, 'date_tagged': datetime.datetime(2022, 7, 5, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Air', 'init_detect_date': datetime.datetime(2022, 7, 2, 16, 5), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 7, 22, 0, 0), 'repair_delay': 16, 'M_Air_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00660_0000000004', 'facility_ID': 'ABRAND00660', 'equipment_group': 3, 'rate': 0.035865789706298785, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 190, 'volume': 625.9584545860915, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.035865789706298785, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 1, 13, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 139.5, 'date_tagged': datetime.datetime(2022, 7, 5, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Air', 'init_detect_date': datetime.datetime(2022, 7, 2, 16, 5), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 7, 22, 0, 0), 'repair_delay': 16, 'M_Air_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00660_0000000005', 'facility_ID': 'ABRAND00660', 'equipment_group': 3, 'rate': 0.4876782547918965, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 159, 'volume': 8511.351045232012, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.4876782547918965, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 2, 13, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 139.5, 'date_tagged': datetime.datetime(2022, 7, 5, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Air', 'init_detect_date': datetime.datetime(2022, 7, 2, 16, 5), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 7, 22, 0, 0), 'repair_delay': 16, 'M_Air_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00660_0000000006', 'facility_ID': 'ABRAND00660', 'equipment_group': 4, 'rate': 0.1782058789879369, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 91, 'volume': 3110.1915648006657, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.1782058789879369, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 4, 22, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 139.5, 'date_tagged': datetime.datetime(2022, 7, 5, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Air', 'init_detect_date': datetime.datetime(2022, 7, 2, 16, 5), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 7, 22, 0, 0), 'repair_delay': 16, 'M_Air_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00660_0000000007', 'facility_ID': 'ABRAND00660', 'equipment_group': 4, 'rate': 0.14687859103083223, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 365, 'volume': 8718.243152098903, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 11, 19, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2023, 11, 19, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2023, 11, 19, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 11, 19, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00660_0000000008', 'facility_ID': 'ABRAND00660', 'equipment_group': 4, 'rate': 0.05629760674083768, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 365, 'volume': 4572.266429063874, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 7, 30, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2024, 7, 29, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2024, 7, 29, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 7, 29, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00660_0000000009', 'facility_ID': 'ABRAND00660', 'equipment_group': 1, 'rate': 0.021205995533127454, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 365, 'volume': 2596.2245859261548, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 11, 18, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 11, 18, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 11, 18, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 11, 18, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}, {'leak_ID': 'ABRAND00660_0000000010', 'facility_ID': 'ABRAND00660', 'equipment_group': 1, 'rate': 0.08522238352040477, 'lat': 52.87, 'lon': -115.13, 'status': 'repaired', 'days_active': 365, 'volume': 13172.78973179556, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 11, 25, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 11, 25, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 11, 25, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 11, 25, 0, 0), 'repair_delay': 0, 'M_Air_sp_covered': 1}]",185.0,91,[],3,False,M_Air,2022-07-02 16:05:00,,5,10,5,21,False,4,27,1640,1,False,0,0,2,10,16509.564019766603,43483.12581563018,,0.010101010101010102,0.06831324506890414,32.87270675912153
