subtype_code,lat,lon,equipment_groups,facility_ID,cum_leaks,initial_leaks,leak_rate_dist,leak_rate_units,repair_delay,M_OGI_FollowUp_time,total_emissions_kg,active_leaks,repaired_leaks,last_component_survey,historic_t_since_LDAR,tags,initial_leak_cnt,currently_flagged,flagged_by,date_flagged,crew_ID,lat_index,lon_index,M_Continuous_t_since_last_LDAR,M_Continuous_surveys_conducted,M_Continuous_attempted_today?,M_Continuous_surveys_done_this_year,M_Continuous_missed_leaks,M_OGI_FollowUp_t_since_last_LDAR,M_OGI_FollowUp_surveys_conducted,M_OGI_FollowUp_attempted_today?,M_OGI_FollowUp_surveys_done_this_year,M_OGI_FollowUp_missed_leaks,preferred_FU_method,active_leak_cnt,repaired_leak_cnt,active_leak_emis,repaired_leak_emis,cum_frac_sites,cum_frac_emissions,mean_rate_kg_day
metering station,53.79,-115.6,5,ABRAND00538,32,2,<scipy.stats._distn_infrastructure.rv_frozen object at 0x00000227DE1D9C48>,"['kilogram', 'hour']",14.0,80,68522.48183120371,"[{'leak_ID': 'ABRAND00538_0000000016', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.029152723145550313, 'lat': 53.79, 'lon': -115.6, 'status': 'active', 'days_active': 54, 'volume': 4594.282590310599, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 11, 6, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000017', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.03223670720943718, 'lat': 53.79, 'lon': -115.6, 'status': 'active', 'days_active': 34, 'volume': 5080.29874128116, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 11, 26, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Continuous_sp_covered': 1}]","[{'leak_ID': 'ABRAND00538_0000000002', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.02608383419932536, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 11.268216374108555, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 1, 7, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2022, 1, 6, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2022, 1, 6, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 1, 6, 15, 50), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000001', 'facility_ID': 'ABRAND00538', 'equipment_group': 1, 'rate': 0.25081986942361406, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 7259.730300597086, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 12, 3, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2022, 12, 2, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2022, 12, 2, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 12, 2, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000003', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.010266924217475323, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 388.53326654676215, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 3, 15, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2023, 3, 15, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2023, 3, 15, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 3, 15, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000004', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.008446305522316464, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 349.55542182438023, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 4, 25, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2023, 4, 25, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2023, 4, 24, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 4, 25, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000007', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.1094459112644649, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 125, 'volume': 4633.502099292386, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.1094459112644649, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 1, 1, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 473.5, 'date_tagged': datetime.datetime(2023, 4, 20, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2023, 4, 18, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 5, 6, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000009', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.06864724444597763, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 20, 'volume': 2906.2497408649087, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.06864724444597763, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 4, 16, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 473.5, 'date_tagged': datetime.datetime(2023, 4, 20, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2023, 4, 18, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 5, 6, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000010', 'facility_ID': 'ABRAND00538', 'equipment_group': 1, 'rate': 0.15436973414533514, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 18, 'volume': 6535.397064776909, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.15436973414533514, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 4, 18, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 473.5, 'date_tagged': datetime.datetime(2023, 4, 20, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2023, 4, 18, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 5, 6, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000008', 'facility_ID': 'ABRAND00538', 'equipment_group': 3, 'rate': 0.1610688370641392, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 78, 'volume': 6860.759328514422, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.1610688370641392, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 2, 20, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 476.5, 'date_tagged': datetime.datetime(2023, 4, 23, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2023, 4, 21, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 5, 9, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000005', 'facility_ID': 'ABRAND00538', 'equipment_group': 4, 'rate': 0.012876627870907433, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 332, 'volume': 551.8201614310155, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.012876627870907433, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 6, 14, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 479.5, 'date_tagged': datetime.datetime(2023, 4, 26, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2023, 4, 24, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 5, 12, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000006', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.029372191996144895, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 292, 'volume': 1273.9542090103935, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.029372191996144895, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 7, 30, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 485.5, 'date_tagged': datetime.datetime(2023, 5, 2, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2023, 4, 30, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 5, 18, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00538_0000000011', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.028337983150975746, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 2700.587123901468, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 1, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 1, 8, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 1, 8, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 1, 8, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000012', 'facility_ID': 'ABRAND00538', 'equipment_group': 2, 'rate': 0.13027500048186094, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 12865.333727586274, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 2, 18, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 2, 17, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 2, 17, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 2, 17, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000013', 'facility_ID': 'ABRAND00538', 'equipment_group': 5, 'rate': 0.03703022375213309, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 4751.125828293685, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 1, 25, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 1, 25, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 1, 25, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 1, 25, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000014', 'facility_ID': 'ABRAND00538', 'equipment_group': 3, 'rate': 0.013593030851631431, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 1787.4944314142144, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 3, 3, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 3, 3, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 3, 3, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 3, 3, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00538_0000000015', 'facility_ID': 'ABRAND00538', 'equipment_group': 3, 'rate': 0.03857544319392734, 'lat': 53.79, 'lon': -115.6, 'status': 'repaired', 'days_active': 365, 'volume': 5972.5895791839375, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 11, 28, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 11, 28, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 11, 28, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 11, 28, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}]",492.0,1,[],2,False,M_Continuous,2023-05-06 23:00:00,ABRAND00538-1,4,10,1,1825,False,363,3743,1333,7,False,0,17,,2,15,9674.581331591758,58847.90049961195,0.0,0.03570583114561647,37.546565386960935
metering station,52.5,-114.5,1,ABRAND00802,25,1,<scipy.stats._distn_infrastructure.rv_frozen object at 0x00000227DE1D9C48>,"['kilogram', 'hour']",14.0,80,239838.0786899669,"[{'leak_ID': 'ABRAND00802_0000000011', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.01589090580158316, 'lat': 52.5, 'lon': -114.5, 'status': 'active', 'days_active': 228, 'volume': 2504.305052532376, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 5, 16, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000012', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.15966725881426239, 'lat': 52.5, 'lon': -114.5, 'status': 'active', 'days_active': 21, 'volume': 25162.538118671342, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 12, 9, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000013', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.10644302007655922, 'lat': 52.5, 'lon': -114.5, 'status': 'active', 'days_active': 20, 'volume': 16774.738728737244, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': False, 'component': 'unknown', 'date_began': datetime.datetime(2026, 12, 10, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': None, 'tagged_by_company': None, 'tagged_by_crew': None, 'init_detect_by': None, 'init_detect_date': None, 'requires_shutdown': False, 'date_repaired': None, 'repair_delay': None, 'M_Continuous_sp_covered': 1}]","[{'leak_ID': 'ABRAND00802_0000000001', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.0017339110319350046, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 365, 'volume': 26.51635462917564, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2021, 6, 28, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2022, 6, 27, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2022, 6, 27, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2022, 6, 27, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000002', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.04128676988768378, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 365, 'volume': 1747.9166899649808, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 5, 6, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2023, 5, 6, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2023, 5, 6, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 5, 6, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000003', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.06553052218714134, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 365, 'volume': 3957.6241447613397, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2022, 12, 1, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2023, 12, 1, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2023, 12, 1, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2023, 12, 1, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000004', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.011297022652980087, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 365, 'volume': 717.4061265548474, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2023, 1, 6, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2024, 1, 6, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2024, 1, 6, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 1, 6, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000005', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.43227298184118884, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 32, 'volume': 30326.889132435917, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.43227298184118884, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 2, 20, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 795.5, 'date_tagged': datetime.datetime(2024, 3, 7, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2024, 3, 5, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 3, 23, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000006', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.14700296725364762, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 21, 'volume': 10351.360942132851, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.14700296725364762, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 3, 5, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 798.5, 'date_tagged': datetime.datetime(2024, 3, 10, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2024, 3, 8, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2024, 3, 26, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000007', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.06947615671184577, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 365, 'volume': 7215.2934077639775, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2024, 4, 17, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2025, 4, 17, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2025, 4, 17, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 4, 17, 23, 0), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}, {'leak_ID': 'ABRAND00802_0000000008', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.24890584304337582, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 116, 'volume': 30537.760071305693, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.24890584304337582, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 7, 28, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1403.5, 'date_tagged': datetime.datetime(2025, 11, 5, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2025, 11, 3, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 11, 21, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000009', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.7120686778250946, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 18, 'volume': 87362.28194500522, 'estimated_volume': None, 'estimated_volume_b': 0, 'measured_rate': 0.7120686778250946, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 11, 3, 0, 0), 'day_ts_began': 0, 'estimated_date_began': 1403.5, 'date_tagged': datetime.datetime(2025, 11, 5, 8, 0), 'tagged_by_company': 'M_OGI_FollowUp', 'tagged_by_crew': 1, 'init_detect_by': 'M_Continuous', 'init_detect_date': datetime.datetime(2025, 11, 3, 23, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2025, 11, 21, 23, 0), 'repair_delay': 16, 'M_Continuous_sp_covered': 1, 'M_OGI_FollowUp_sp_covered': 1, 'estimated_volume_a': 0}, {'leak_ID': 'ABRAND00802_0000000010', 'facility_ID': 'ABRAND00802', 'equipment_group': 1, 'rate': 0.14740358742482537, 'lat': 52.5, 'lon': -114.5, 'status': 'repaired', 'days_active': 365, 'volume': 23153.447975471932, 'estimated_volume': None, 'estimated_volume_b': None, 'measured_rate': None, 'tagged': True, 'component': 'unknown', 'date_began': datetime.datetime(2025, 12, 24, 0, 0), 'day_ts_began': 0, 'estimated_date_began': None, 'date_tagged': datetime.datetime(2026, 12, 24, 0, 0), 'tagged_by_company': 'natural', 'tagged_by_crew': 1, 'init_detect_by': 'natural', 'init_detect_date': datetime.datetime(2026, 12, 24, 0, 0), 'requires_shutdown': False, 'date_repaired': datetime.datetime(2026, 12, 24, 10, 20), 'repair_delay': 0, 'M_Continuous_sp_covered': 1}]",1422.0,1,[],1,False,M_Continuous,2025-11-21 23:00:00,ABRAND00802-1,5,10,1,1825,False,363,2395,403,14,False,0,1,,3,10,44441.58189994097,195396.49679002594,0.010101010101010102,0.06378624293551104,131.4181253095709
