leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,volume,estimated_volume,estimated_volume_b,measured_rate,tagged,component,date_began,day_ts_began,estimated_date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00959_0000000001,ABRAND00959,1,0.019745197928424506,52.81,-114.12,repaired,365,453.7920368702234,,,,True,unknown,2021-09-25,0,,2022-09-24,natural,1.0,natural,2022-09-24,False,2022-09-24,0.0,0.7061524334251607,83.82549057850264,0.9608372670871288
ABRAND00783_0000000003,ABRAND00783,1,0.01973337172389075,52.16,-114.56,repaired,365,1220.7537349320191,,,,True,unknown,2022-12-18,0,,2023-12-18,natural,1.0,natural,2023-12-18,False,2023-12-18,0.0,0.7070707070707071,83.84522395022653,0.9610634579370331
ABRAND00048_0000000004,ABRAND00048,3,0.019711119412713078,55.26,-119.71,repaired,365,1941.4664176745873,,,,True,unknown,2024-02-15,0,,2025-02-14,natural,1.0,natural,2025-02-14,False,2025-02-14,0.0,0.7079889807162534,83.86493506963924,0.9612893937231173
ABRAND00106_0000000011,ABRAND00106,3,0.01969588957458981,55.2,-119.4,repaired,365,2954.1943556485558,,,,True,unknown,2025-10-03,0,,2026-10-03,natural,1.0,natural,2026-10-03,False,2026-10-03,0.0,0.7089072543617998,83.88463095921384,0.9615151549394382
ABRAND00692_0000000006,ABRAND00692,3,0.01966538582492204,53.09,-115.02,repaired,365,917.5082410475628,,,,True,unknown,2022-06-25,0,,2023-06-25,natural,1.0,natural,2023-06-25,False,2023-06-25,0.0,0.7098255280073462,83.90429634503876,0.9617405665110477
ABRAND00731_0000000015,ABRAND00731,3,0.019655561013861088,53.13,-114.79,repaired,365,2810.5879804940246,,,,True,unknown,2025-07-14,0,,2026-07-14,natural,1.0,natural,2026-07-14,False,2026-07-14,0.0,0.7107438016528925,83.92395190605262,0.9619658654672159
ABRAND00731_0000000004,ABRAND00731,1,0.019592338474181115,53.13,-114.79,repaired,365,653.41232504933,,,,True,unknown,2022-01-22,0,,2023-01-22,natural,1.0,natural,2023-01-22,False,2023-01-22,0.0,0.711662075298439,83.9435442445268,0.9621904397443893
ABRAND01099_0000000008,ABRAND01099,2,0.01954930696088533,50.23,-111.31,repaired,365,1999.847183761863,,,,True,unknown,2024-03-30,0,,2025-03-30,natural,1.0,natural,2025-03-30,False,2025-03-30,0.0,0.7125803489439853,83.96309355148769,0.9624145207792166
ABRAND00793_0000000001,ABRAND00793,3,0.019351608904666463,52.29,-114.52,repaired,365,247.45289338575103,,,,True,unknown,2021-05-30,0,,2022-05-29,natural,1.0,natural,2022-05-29,False,2022-05-29,0.0,0.7134986225895317,83.98244516039236,0.9626363357293635
ABRAND00477_0000000007,ABRAND00477,1,0.019348892424203186,53.33,-115.79,repaired,365,1180.2514796485157,,,,True,unknown,2022-12-08,0,,2023-12-08,natural,1.0,natural,2023-12-08,False,2023-12-08,0.0,0.7144168962350781,84.00179405281656,0.9628581195422554
ABRAND00580_0000000005,ABRAND00580,1,0.0192685134489235,53.2,-115.42,repaired,365,1027.1813297459732,,,,True,unknown,2022-09-10,0,,2023-09-10,natural,1.0,natural,2023-09-10,False,2023-09-10,0.0,0.7153351698806244,84.02106256626548,0.9630789820230512
